ae_id,matter_number,title,company_name,abn,industry,published_date,expires,date_signed,term_start,term_end,confidence_super,ocr,no_default_named,fund_name,fund_abn,fund_usi,fund_source,detail_url,pdf_url
AE532472,AG2026/581,Air-Log Australia Pty Ltd and CEPU Plumbing Division Mechanical Union Collective Agreement 2023 – 2026,Air-Log Australia Pty Ltd,45161998812,Plumbing industry,2026-04-01,2026-10-31,2026-10-31,,2026-10-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/air-log-australia-pty-ltd-and-cepu-plumbing-division-mechanical-union-1?from=search,https://www.fwc.gov.au/document-view/media/download/847466
AE532478,AG2026/420,Maroochy Private Hospital (Nurses) and ANMF (Qld Branch) Greenfields Enterprise Agreement 2026,Absolute Workplace Solutions Pty Ltd T/As Leana Street Consulting,54682981522,Health and welfare services,2026-04-01,2026-12-31,2026-03-06,,2026-12-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/maroochy-private-hospital-nurses-and-anmf-qld-branch-greenfields?from=search,https://www.fwc.gov.au/document-view/media/download/847468
AE532417,AG2026/539,Fulton Hogan Industries Tasmanian Enterprise Agreement 2025,Fulton Hogan Industries Pty Limited,54000538689,Asphalt industry,2026-04-01,2027-06-30,2026-03-11,,2027-06-30,high,0,0,REST,62653671394,RES0103AU,,https://www.fwc.gov.au/document-view/agreements/fulton-hogan-industries-tasmanian-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847463
AE532450,AG2026/455,UTS College Academic English Teachers Enterprise Agreement 2026-2029,Uts College Limited,39001425065,Educational services,2026-04-01,2029-02-01,,2026-04-06,2029-02-01,high,0,0,UniSuper,91385943850,91385943850001,,https://www.fwc.gov.au/document-view/agreements/uts-college-academic-english-teachers-enterprise-agreement-2026-2029?from=search,https://www.fwc.gov.au/document-view/media/download/847287
AE532466,AG2026/398,InfraBuild Steel Laverton Steel Mill Enterprise Agreement 2026 - 2028,Onesteel Recycling Pty Limited,28002707262,Manufacturing and associated industries,2026-04-01,2028-10-03,2026-03-13,,2028-10-03,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/infrabuild-steel-laverton-steel-mill-enterprise-agreement-2026-2028?from=search,https://www.fwc.gov.au/document-view/media/download/847465
AE532460,AG2026/225,Hasfarm Australia and United Workers Union National Enterprise Agreement 2025,Lynch Group Australia Pty Limited,32001695665,"Food, beverages and tobacco manufacturing industry",2026-03-31,2028-09-30,,2026-04-07,2028-09-30,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/hasfarm-australia-and-united-workers-union-national-enterprise-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/847324
AE532464,AG2026/411,Waco Kwikform /  Power Station and  Mine Enterprise Agreement 2025,Waco Kwikform Ltd,48002835396,"Building, metal and civil construction industries",2026-03-31,2028-09-30,2026-03-13,2026-04-07,2028-09-30,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/waco-kwikform-power-station-and-mine-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847323
AE532463,AG2026/478,BARTON FIXING PTY LTD and the CFMEU (Victorian Construction and General Division) Subcontractors Carpentry & Joinery Enterprise Agreement 2024 - 2027,Barton Fixing Pty Ltd,78129954598,"Building, metal and civil construction industries",2026-03-31,2027-07-02,2024-07-01,2026-04-07,2027-07-02,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/barton-fixing-pty-ltd-and-the-cfmeu-victorian-construction-and-general-1?from=search,https://www.fwc.gov.au/document-view/media/download/847322
AE532456,AG2026/515,Healey Infrastructure Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Healey Infrastructure Pty Ltd,41059504111,Electrical contracting industry,2026-03-31,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/healey-infrastructure-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847321
AE532456,AG2026/515,Healey Infrastructure Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Healey Infrastructure Pty Ltd,41059504111,Electrical contracting industry,2026-03-31,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/healey-infrastructure-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847321
AE532458,AG2025/4769,Lady Gowrie Tasmania Enterprise Agreement 2025,Lady Gowrie Tasmania Incorporated,34730372717,Children&#039;s services,2026-03-31,2028-06-30,,2026-04-07,2028-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/lady-gowrie-tasmania-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847325
AE532454,AG2026/514,Contrelec Services Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025-2029,Contrelec Services Pty Ltd,21115049824,Electrical contracting industry,2026-03-31,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/contrelec-services-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847319
AE532454,AG2026/514,Contrelec Services Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025-2029,Contrelec Services Pty Ltd,21115049824,Electrical contracting industry,2026-03-31,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/contrelec-services-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847319
AE532457,AG2026/545,Giidjaa Trades Pty Ltd & CEPU South Australian Enterprise Agreement 2025,Giidjaa Trades Pty Ltd,76655419793,Electrical contracting industry,2026-03-31,2026-06-30,,,2026-06-30,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/giidjaa-trades-pty-ltd-cepu-south-australian-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847317
AE532468,AG2026/463,Thiess Curragh Mine Enterprise Agreement 2026,Thiess Pty Ltd,87010221486,Mining industry,2026-03-31,2028-03-30,2026-03-27,2026-04-07,2028-03-30,high,1,0,ESSSuper,85894637037,ESS0003AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/thiess-curragh-mine-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/847382
AE532455,AG2026/516,Progress Fire Solutions and ETU Electrical Contracting Enterprise Agreement 2025-2029,The Trustee for Progress Fire Solutions Unit Trust,43770059069,Electrical contracting industry,2026-03-31,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/progress-fire-solutions-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847320
AE532455,AG2026/516,Progress Fire Solutions and ETU Electrical Contracting Enterprise Agreement 2025-2029,The Trustee for Progress Fire Solutions Unit Trust,43770059069,Electrical contracting industry,2026-03-31,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/progress-fire-solutions-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847320
AE532444,AG2026/546,PLM Electrics Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,PLM Electrics Pty Ltd,62109760714,Electrical contracting industry,2026-03-30,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/plm-electrics-pty-ltd-and-etu-electrical-contracting-enterprise-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/847280
AE532444,AG2026/546,PLM Electrics Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,PLM Electrics Pty Ltd,62109760714,Electrical contracting industry,2026-03-30,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/plm-electrics-pty-ltd-and-etu-electrical-contracting-enterprise-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/847280
AE532448,AG2026/361,Metcash Trading Limited WA Food and Liquor Enterprise Agreement 2025,Metcash Trading Limited,61000031569,Storage services,2026-03-30,2027-10-28,2027-10-28,2026-04-06,2027-10-28,high,0,0,CareSuper,74559365913,MTA0100AU,,https://www.fwc.gov.au/document-view/agreements/metcash-trading-limited-wa-food-and-liquor-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847286
AE532432,AG2026/508,"2025 Vinarchy Australia Ltd, Cellar Doors (Barossa Valley) Enterprise Agreement",James Staed,86008273907,Wine industry,2026-03-30,2027-06-30,,2026-04-06,2027-06-30,high,1,0,Hostplus,68657495890,HOS0100AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/2025-vinarchy-australia-ltd-cellar-doors-barossa-valley-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847281
AE532432,AG2026/508,"2025 Vinarchy Australia Ltd, Cellar Doors (Barossa Valley) Enterprise Agreement",James Staed,86008273907,Wine industry,2026-03-30,2027-06-30,,2026-04-06,2027-06-30,high,1,0,Mercer Super Trust,19905422981,19905422981046,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/2025-vinarchy-australia-ltd-cellar-doors-barossa-valley-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847281
AE532446,AG2026/449,REO INVESTMENTS PTY LIMITED BUS DRIVERS' (BALLINA) ENTERPRISE AGREEMENT 2025,REO Investments Pty Limited,32073104391,Passenger vehicle transport (non rail) industry,2026-03-30,2030-03-30,,2026-04-06,2030-03-30,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/reo-investments-pty-limited-bus-drivers-ballina-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847283
AE532438,AG2026/519,C.C.E. Central Communications & Electrical Contractors and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,SP & JD Pty Ltd,42081086624,Electrical contracting industry,2026-03-30,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/cce-central-communications-electrical-contractors-and-etu-electrical?from=search,https://www.fwc.gov.au/document-view/media/download/847092
AE532438,AG2026/519,C.C.E. Central Communications & Electrical Contractors and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,SP & JD Pty Ltd,42081086624,Electrical contracting industry,2026-03-30,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/cce-central-communications-electrical-contractors-and-etu-electrical?from=search,https://www.fwc.gov.au/document-view/media/download/847092
AE532451,AG2026/529,Arc Infrastructure Enterprise Agreement 2025,Arc Infrastructure Employment Pty Ltd,,Rail industry,2026-03-30,2028-12-31,,2026-04-06,2028-12-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/arc-infrastructure-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847277
AE532439,AG2026/241,Mount Gambier District & Community Bank Enterprise Agreement 2025,Mount Gambier & District Financial Services Limited,096059997,Banking finance and insurance industry,2026-03-30,2027-06-30,2027-06-30,,2027-06-30,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/mount-gambier-district-community-bank-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847094
AE532407,AG2026/481,ULTIMATE SOLUTION SERVICES PTY LTD and the CFMEU (Victorian Construction and General Division) Subcontractors Steelfixing Enterprise Agreement 2024 - 2027,Ultimate Solution Services Pty Ltd,57686372627,"Building, metal and civil construction industries",2026-03-30,2027-07-02,2026-02-01,2026-04-06,2027-07-02,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/ultimate-solution-services-pty-ltd-and-the-cfmeu-victorian-construction?from=search,https://www.fwc.gov.au/document-view/media/download/847082
AE532435,AG2026/568,Cluedo Casual Crew Collective Agreement 2026,Mame Productions Pty Ltd,44679817255,Live performance industry,2026-03-30,2026-06-01,2026-06-01,2026-04-06,2026-06-01,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/cluedo-casual-crew-collective-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/847083
AE532436,AG2026/450,Bennett's Petroleum Supplies Pty Ltd Drivers Enterprise Agreement 2025,Bennett’s Petroleum Supplies Pty. Ltd,71009508285,Oil and gas industry,2026-03-30,2028-10-01,,2026-04-06,2028-10-01,high,0,0,TWUSUPER,,,,https://www.fwc.gov.au/document-view/agreements/bennetts-petroleum-supplies-pty-ltd-drivers-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847085
AE532440,AG2026/338,Chubb Fire & Security Pty Ltd South East Queensland Sprinkler Fitter Enterprise Agreement 2025-2028,Chubb Fire & Security Pty Ltd,47000067541,Plumbing industry,2026-03-30,2028-01-31,,,2028-01-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/chubb-fire-security-pty-ltd-south-east-queensland-sprinkler-fitter-0?from=search,https://www.fwc.gov.au/document-view/media/download/847095
AE532452,AG2026/394,KEC Power Pty Ltd T/As Genus Industrial Services Perdaman Ceres Project Greenfields Agreement 2024,KEC Power Pty Ltd,59631423311,Electrical contracting industry,2026-03-30,2030-03-30,,2026-04-06,2030-03-30,low,0,0,AustralianSuper,65714394898,STA0100AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/kec-power-pty-ltd-tas-genus-industrial-services-perdaman-ceres-project?from=search,https://www.fwc.gov.au/document-view/media/download/847275
AE532452,AG2026/394,KEC Power Pty Ltd T/As Genus Industrial Services Perdaman Ceres Project Greenfields Agreement 2024,KEC Power Pty Ltd,59631423311,Electrical contracting industry,2026-03-30,2030-03-30,,2026-04-06,2030-03-30,low,0,0,Cbus,75493363262,CBU0100AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/kec-power-pty-ltd-tas-genus-industrial-services-perdaman-ceres-project?from=search,https://www.fwc.gov.au/document-view/media/download/847275
AE532452,AG2026/394,KEC Power Pty Ltd T/As Genus Industrial Services Perdaman Ceres Project Greenfields Agreement 2024,KEC Power Pty Ltd,59631423311,Electrical contracting industry,2026-03-30,2030-03-30,,2026-04-06,2030-03-30,low,0,0,REST,62653671394,RES0103AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/kec-power-pty-ltd-tas-genus-industrial-services-perdaman-ceres-project?from=search,https://www.fwc.gov.au/document-view/media/download/847275
AE532429,AG2026/412,KNT Enterprise Agreement 2025,Klh Australia Pty Ltd,24611399672,Miscellaneous,2026-03-30,2030-03-27,,2023-06-06,2030-03-27,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/knt-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847120
AE532429,AG2026/412,KNT Enterprise Agreement 2025,Klh Australia Pty Ltd,24611399672,Miscellaneous,2026-03-30,2030-03-27,,2023-06-06,2030-03-27,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/knt-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847120
AE532282,AG2026/594,"FBIS International Protective Services Pty
Ltd Collective Agreement 2024-2028",Fbis International Protective Services Pty Ltd,17130847620,Security services,2026-03-30,2030-03-12,2026-02-13,2026-03-19,2030-03-12,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/fbis-international-protective-services-pty-ltd-collective-agreement-2024?from=search,https://www.fwc.gov.au/document-view/media/download/830200
AE532433,AG2026/521,Tate Asia-Pacific Pty Ltd Enterprise Agreement 2026 - 2030,Tate Asia-Pacific Pty Ltd,87154627531,"Building, metal and civil construction industries",2026-03-30,2030-04-06,2027-07-01,2026-04-06,2030-04-06,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/tate-asia-pacific-pty-ltd-enterprise-agreement-2026-2030?from=search,https://www.fwc.gov.au/document-view/media/download/847086
AE532449,AG2025/4556,Hunter Christian School (Professional and Operational Staff) Enterprise Agreement 2026-2027,The Association Of Independent Schools Nsw,96003509073,Educational services,2026-03-30,2028-01-31,,2026-04-06,2028-01-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/hunter-christian-school-professional-and-operational-staff-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847276
AE532445,AG2026/448,REO INVESTMENTS PTY LIMITED BUS DRIVERS' (NORTHERN RIVERS) ENTERPRISE AGREEMENT 2025,REO Investments Pty Limited,32073104391,Passenger vehicle transport (non rail) industry,2026-03-30,2030-03-30,,2026-04-06,2030-03-30,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/reo-investments-pty-limited-bus-drivers-northern-rivers-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847381
AE532447,AG2026/362,Able Australia Enterprise Agreement Vic 2026,Able Australia Services,83024339234,Health and welfare services,2026-03-30,2029-03-05,,2026-03-06,2029-03-05,high,0,0,HESTA,64971749321,HST0100AU,,https://www.fwc.gov.au/document-view/agreements/able-australia-enterprise-agreement-vic-2026?from=search,https://www.fwc.gov.au/document-view/media/download/847285
AE532443,AG2026/39,SBS Group Australia Pty Ltd North South Corridor – River Torrens to Darlington Project (T2D) & The Australian Workers’ Union (South Australia Branch) Tunnel Greenfield Agreement 2025,SBS Group Australia Pty Ltd,,"Building, metal and civil construction industries",2026-03-30,2030-03-30,2026-01-12,,2030-03-30,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/sbs-group-australia-pty-ltd-north-south-corridor-river-torrens-to?from=search,https://www.fwc.gov.au/document-view/media/download/847093
AE532434,AG2026/527,Mechanical Electrical Controls Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Mechanical Electrical Controls Pty Ltd,57620163108,Electrical contracting industry,2026-03-30,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/mechanical-electrical-controls-pty-ltd-and-etu-electrical-contracting?from=search,https://www.fwc.gov.au/document-view/media/download/847087
AE532434,AG2026/527,Mechanical Electrical Controls Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Mechanical Electrical Controls Pty Ltd,57620163108,Electrical contracting industry,2026-03-30,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/mechanical-electrical-controls-pty-ltd-and-etu-electrical-contracting?from=search,https://www.fwc.gov.au/document-view/media/download/847087
AE532404,AG2026/499,JMD COATINGS PTY LTD and the CFMEU (Victorian Construction and General Division) Subcontractors Plastering Enterprise Agreement 2024 - 2027,JMD Coatings Pty Ltd,54640004039,"Building, metal and civil construction industries",2026-03-30,2027-07-02,2024-07-01,2026-04-06,2027-07-02,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/jmd-coatings-pty-ltd-and-the-cfmeu-victorian-construction-and-general?from=search,https://www.fwc.gov.au/document-view/media/download/847278
AE532430,AG2026/426,Fremantle Ports Bulk & General Stevedoring Enterprise Agreement 2026,Fremantle Port Authority,78187229472,Port authorities,2026-03-27,2028-12-30,,2026-04-03,2028-12-30,low,0,0,REST,62653671394,RES0103AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/fremantle-ports-bulk-general-stevedoring-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/847118
AE532414,AG2026/522,Heated Floors Australia Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025-2029,Heated Floors Australia Pty Ltd,93690602512,Electrical contracting industry,2026-03-27,2026-03-31,,,2026-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/heated-floors-australia-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847023
AE532414,AG2026/522,Heated Floors Australia Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025-2029,Heated Floors Australia Pty Ltd,93690602512,Electrical contracting industry,2026-03-27,2026-03-31,,,2026-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/heated-floors-australia-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847023
AE532421,AG2026/528,Phoenix Fire Victoria Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Phoenix Fire Victoria Pty Ltd,71690166708,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/phoenix-fire-victoria-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847033
AE532421,AG2026/528,Phoenix Fire Victoria Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Phoenix Fire Victoria Pty Ltd,71690166708,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/phoenix-fire-victoria-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847033
AE532423,AG2026/547,T1 Electrical Solutions Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025-2029,T1 Electrical Solutions Pty Ltd,59620132710,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/t1-electrical-solutions-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847030
AE532423,AG2026/547,T1 Electrical Solutions Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025-2029,T1 Electrical Solutions Pty Ltd,59620132710,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/t1-electrical-solutions-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847030
AE532419,AG2026/416,Metso Australia Pty Ltd - Tomago Enterprise Agreement 2026,Metso Australia,99000197428,Manufacturing and associated industries,2026-03-27,2029-04-03,,2026-04-03,2029-04-03,high,0,0,REST,62653671394,RES0103AU,,https://www.fwc.gov.au/document-view/agreements/metso-australia-pty-ltd-tomago-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/847029
AE532427,AG2026/202,Emirates Enterprise Agreement 2025,Emirates,81073569696,Airline operations,2026-03-27,2028-06-30,,,2028-06-30,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/emirates-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/847122
AE532425,AG2026/367,No Limit Group ACT Pty Ltd and CFMEU ACT Steel-Fixing and Post-Tensioning Sector Agreement 2023,No Limit Group Act Pty Ltd,20611860032,"Building, metal and civil construction industries",2026-03-27,2027-04-30,2026-02-25,2026-04-03,2027-04-30,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/no-limit-group-act-pty-ltd-and-cfmeu-act-steel-fixing-and-post-tensioning?from=search,https://www.fwc.gov.au/document-view/media/download/847116
AE532413,AG2026/365,Bidfood Gladstone - Enterprise Agreement 2026,Burleigh Marr Distributions Pty Ltd,33000228231,Retail industry,2026-03-27,2029-02-01,,2026-04-03,2029-02-01,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/bidfood-gladstone-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/847022
AE532424,AG2026/520,Valerian Group Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Valerian Group Pty Ltd,94692130608,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/valerian-group-pty-ltd-and-etu-electrical-contracting-enterprise-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/847121
AE532424,AG2026/520,Valerian Group Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Valerian Group Pty Ltd,94692130608,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/valerian-group-pty-ltd-and-etu-electrical-contracting-enterprise-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/847121
AE532422,AG2026/536,ST MechElec Victoria Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025-2029,"Communications, Electrical, Electronic, Energy, Information, Postal, Plumbing And Allied Services Union Of Australia",,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/st-mechelec-victoria-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847034
AE532422,AG2026/536,ST MechElec Victoria Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025-2029,"Communications, Electrical, Electronic, Energy, Information, Postal, Plumbing And Allied Services Union Of Australia",,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/st-mechelec-victoria-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847034
AE532428,AG2026/418,Fremantle Ports Operations and Services Enterprise Agreement 2026,Fremantle Port Authority,78187229472,Port authorities,2026-03-27,2029-03-09,,2026-04-03,2029-03-09,low,0,0,REST,62653671394,RES0103AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/fremantle-ports-operations-and-services-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/847115
AE532420,AG2026/525,ACG Integration (VIC) Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Acg Integration (Vic) Pty Ltd,38683554994,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/acg-integration-vic-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847032
AE532420,AG2026/525,ACG Integration (VIC) Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,Acg Integration (Vic) Pty Ltd,38683554994,Electrical contracting industry,2026-03-27,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/acg-integration-vic-pty-ltd-and-etu-electrical-contracting-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/847032
AE532426,AG2026/414,Australian Ground Services Enterprise Agreement 2026,Australian Ground Services Pty Ltd,28052961752,Airport operations,2026-03-27,2030-03-26,,2026-04-03,2030-03-26,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/australian-ground-services-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/847119
AE532409,AG2026/320,Veolia Water Operations Pty Ltd - Fairfield Recycled Water Plant Enterprise Agreement 2026,Veolia Water Operations Pty Ltd,99061161279,"Water, sewerage and drainage services",2026-03-26,2028-12-31,,2026-04-02,2028-12-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/veolia-water-operations-pty-ltd-fairfield-recycled-water-plant-2?from=search,https://www.fwc.gov.au/document-view/media/download/847018
